"m1","m2","m3","m4","m5","m6","m7","m8","m9","m10"
0.176976616850544,0.330272423846156,-0.14757795571302,-1.08013497247062,-2.27383507250051,-0.526796814304703,-1.20082663990487,-0.421004161269425,-0.215527406745366,-2.38480680634544
1.729089569683,-0.247194600534016,-0.777295511630607,0.755751823211468,0.501547877676488,0.341467363759721,-2.25310479039074,-0.0384915872223818,-0.525002964078427,1.98785330807641
0.761457075553271,-1.86030215218144,0.77824486361531,0.432752791267792,-1.87283466273967,-1.31392617800904,-2.19721591730996,-0.541179212653707,0.759921970505843,0.0548945570276943
2.76029753888662,0.877766006745335,-0.196855455138295,-0.118164229041285,2.29691630320001,0.149104698814134,1.41979948076437,1.6059217510364,1.36023321063652,-0.432799710437095
0.494830365532236,2.25607939521792,0.37715923114981,2.25669049934638,0.486715440903402,-0.218919857559115,-0.955988691391153,1.08694190647915,1.35085793651755,-1.82841512935542
-1.97650408950027,-2.13650463449544,0.0480600110782863,-3.78954328367943,-1.43827923599927,-1.07646347524472,-1.10879924537387,-1.52529757483415,-1.88520544145321,-1.52650979897526
-1.36542191570168,1.25193304599861,0.481670027164209,-0.0504050841570614,-2.52705837640155,0.180508636106058,-0.311069286734461,-0.0187772939989965,0.265838839249577,-1.29449327214407
1.07733964747794,1.56941417815582,-0.136627684489054,-2.00187700397454,0.122966266644778,-0.257870636126397,-0.128027958286838,-0.120140084453072,0.56672819223871,-0.128363420042514
0.494090083519829,-1.31738352125758,-1.03934666738028,-2.26866467575954,0.831316803521402,-0.63090956051726,-1.33231206238501,-0.833171272390864,-1.57658108808628,-1.3446828383805
-0.489854002395548,-1.91227717220988,-1.09011421693685,-1.00111694981937,0.576294929787772,-0.0786157480818199,1.00710598200728,-0.297028226429561,-0.872300931464488,0.532993114101428
0.242762999926347,0.182618406366312,-0.486938742752378,-1.18058645311634,-2.35107374303112,0.998344614368301,-0.676668075907517,-2.72453346070017,0.539209424995181,-0.635726432994315
3.79168093010899,0.0156789077327074,0.229259508218856,0.927609297138828,0.344223160587105,-3.01340148124049,-0.383007138286387,-0.157319463892598,1.31407802427544,1.15806319067345
1.36888116127638,-0.379964702017595,1.11777785325282,-1.264418093253,-0.175659576148418,-1.43311696889505,1.23938019300685,-0.41944407282791,1.39843633797901,0.342006742662919
1.08850306224077,1.27533829554231,0.504450331404392,1.88567929706481,0.696593889233174,-0.810425381402186,-0.0659369525402123,-1.12722297529268,1.51423821223,0.297990193970147
-0.284947604206723,-1.7565509127663,-0.0538355867229266,-0.198840901107058,-0.586901788380471,1.47773129432305,0.759565170533555,-0.326453307134055,-0.748155838245871,-0.530911443731571
-0.0692663416675043,-0.587699968429253,-0.205783812031159,-1.92587846794853,-0.738355720036369,0.223884418598871,0.107531416339541,-0.683384047203736,-0.557645095319378,-1.33263365409103
-0.392793517657896,0.884967616303898,-0.442303388197653,-0.891824106454549,-0.330935524207262,-0.507445278147684,0.0316708641016781,-1.75470964240763,-0.379581096464734,0.407391182142787
0.57493237132797,0.931918628990794,-0.407706390018403,-0.0611081412154584,-0.10813843789939,-0.281142221722869,-2.44204673004237,1.35042631180717,-2.30402730444133,0.0545545642187713
0.913810931311824,-1.42259285881554,1.5169558575462,2.04375531634426,2.0482041678454,0.286015156195292,-0.160814371766757,1.37429047947275,-0.536113088782376,1.64729203033719
1.49483357384994,1.11833129231235,1.77476377672944,2.69557046991481,0.158127582264535,0.559793123399092,2.23947488573811,-0.086877424366841,0.355881024668274,0.209056862444928
